f0,f1,f2,f3,f4,target
0.04967141530112327,0.31410183509699874,0.5251000629546684,0.18943622204922872,-0.5636408400185662,0.009858549200856225
0.04934018666503366,0.4511644719866036,0.546840540144993,0.16095012312969875,-0.9038974473639984,-0.25723077938565747
0.19011379739249665,0.5222902411634769,0.48425911096595187,0.04387990320226602,-0.7801457651649103,-0.18269174410612968
0.3378652619831415,0.7727182005268647,0.4875734080949831,-0.2597604151600287,-0.7792142282168565,-0.11045668860744598
0.21946149957852407,0.6535449576799086,0.48054967503428114,-0.14011136525938295,-0.7972975986484283,-0.4412156563542946
0.2729789304513185,0.4717836844851414,0.5412979780726284,-0.2983514291240146,-0.8006992990046052,-0.610611768884403
0.5031948345150834,0.6548112614329162,0.37748480325623296,-0.2600272496079522,-0.7734668826542588,-0.10919671829542665
0.4655000943031855,0.44579017172135915,0.19985989787600772,-0.19715563373659106,-0.8496163742288045,-0.6666748689262808
0.37921652415751234,0.6966152172470909,0.418483563417397,-0.3180725201046516,-0.8901707639703528,-0.7438608590044364
0.5111695305916063,0.5227183244078528,0.16450587134985872,-0.284903072387807,-0.8970802790853173,-0.758295094696412
0.43418648886633054,0.5358269901315234,0.18423463932765427,-0.4140194023364402,-0.9160601102437269,-0.8419765025006929
0.4500706500073186,0.6472883452858873,0.17529058248829066,-0.6235494631664315,-0.7703571191278835,-0.4386314395828219
0.5292095913707392,0.3500157611481278,0.09026239924648502,-0.7880626962672397,-0.9035892763650041,-0.9777577406940183
0.31418533974835594,0.29795641711751597,0.11902060815967545,-0.5598170145094317,-0.7397339978517176,-0.627527320872685
0.3256518421130411,0.33362015270347095,-0.003053247622983722,-0.6310107509440601,-0.8036844266898162,-0.8648451234762666
0.42679950522347954,0.4460192686228155,-0.19699377566796716,-0.7381981866495178,-0.8346513861947596,-1.0017337960998673
0.35913041419956737,0.13689627507884142,0.048230365665038244,-0.8372069923558041,-0.6934855137607413,-1.2509747525061399
0.46208869601053487,-0.050689310452835756,-0.20731928437287875,-0.7628304121351016,-0.7968413073774642,-1.3990294961167524
0.30345421383577353,0.1287816306707771,-0.29650031807862426,-0.726431559047768,-0.6251467675805307,-1.3642895032526372
0.21054318283081527,0.16877426019501868,-0.23781445791193345,-0.6533070431535494,-0.6288106233627062,-1.1153480572720473
0.45045750303839205,0.1723341930945855,-0.3586905208311029,-0.7091308891235584,-0.6672500806369102,-1.0370974257093628
0.22879920700220405,-0.055610428741425466,-0.38971444363109103,-0.5704035379612891,-0.5088897835600353,-1.0262808173235303
0.20181509681113147,-0.11166133721068862,-0.22260625667779607,-0.8330644689135394,-0.4580327459492123,-0.8722715872969118
-0.006629875038918043,-0.015291125738455785,-0.537353363035333,-0.6347603001883018,-0.34489811079608257,-1.2776595204268777
0.020228344329633996,-0.3760837298580032,-0.575140048360125,-0.7065879622567193,-0.3092452405555681,-1.1274060396522003
0.02359225897098667,-0.2840025353925477,-0.5604482082357172,-0.6254435627950538,-0.2994389361598769,-1.3507781724927748
-0.16476597452438244,-0.2791343608721214,-0.4886676056292668,-0.7173770194072548,-0.40178556093574647,-1.2455953439049858
-0.0732751417478601,-0.3026724491284709,-0.764948949005257,-0.5407058559507057,0.017350225547983072,-0.7076003546094666
-0.23012614533421943,-0.44382926466579475,-0.8239250203354249,-0.587972735041018,-0.3046517676315966,-1.3764865567874067
-0.25554621203018535,-0.4299865082151302,-0.6936302106525142,-0.6507015497950289,-0.004731237937174226,-0.8899419480018419
-0.339063287369176,-0.7177153262260367,-0.800257908993643,-0.5450562607554849,0.009224721956618116,-1.2844275449562816
-0.1415457345134504,-0.5646278142979385,-0.675660770935227,-0.5249613385120564,-0.08474111969465034,-1.3226943731653824
-0.37060634386168806,-0.4774999232501946,-0.5736175687187415,-0.40553934425518895,0.08734025078416133,-0.555818447017372
-0.5114350556465976,-0.6389788382183136,-0.6980682573583896,-0.5224530712727368,0.15920776560090746,-0.5027370898417842
-0.35315903502269097,-0.546391223067573,-0.7313406419595165,-0.35428399912748515,0.3648635005875586,-0.6571274609501447
-0.5801126231446789,-0.5126445913148607,-0.5560744826064423,-0.2558545656863329,0.229800202856674,-0.19190435821847152
-0.45225726586386883,-0.5900625525769291,-0.445979275057255,-0.2336077564792418,0.34106309889928144,-0.23338706216728633
-0.6764803766021134,-0.5306741935155387,-0.6660624731750378,-0.04156988323086,0.19877695130406675,-0.6465341227624539
-0.6128319691039789,-0.6294193683868448,-0.3742497501384986,-0.03639894914085964,0.6696911436912646,0.022063366382676863
-0.451957501777432,-0.5328919175592454,-0.3299340857315674,-0.05063519825972545,0.4514145785208427,0.12353848152719046
-0.38168160014803576,-0.42416899204651815,-0.26767401922382705,0.03677290330187344,0.6515332782313042,0.40865764217532846
-0.4147766981140129,-0.43661138443482506,-0.18905268563963457,0.11035770225954528,0.6669442027735134,0.3409600133670572
-0.4127287909898315,-0.47258524496294646,-0.03532107608700552,0.18711904842797075,0.7231278584695964,0.4646356751228016
-0.39386699094682365,-0.348046595199736,-0.2329859836297866,0.030144846497390465,0.8671071607152135,0.5914483147492766
-0.4681257520010872,-0.25091910627441016,-0.1259577267035769,0.24801649242967216,1.0035530255807612,1.2023822559282857
-0.34337704698570753,-0.4751755113786318,-0.11625052536291977,0.19433676481298065,0.9087716127713346,0.9694630178229905
-0.26394071414683684,-0.09852347613093598,-0.0107392473186385,0.5339947670620935,0.9930071546516677,1.4599947811393117
-0.054850053720447364,-0.18935172322632843,0.20688597815742438,0.46187110534968795,1.0007554132498682,1.690318053369283
-0.06598311462558154,-0.052148523187654026,-0.016004101800594875,0.5084535087241865,1.1063013682717853,1.9231684964334366
-0.21447063231842572,0.08772451216059607,0.09714859474570198,0.6749918922308733,0.9910968265397586,1.9095496888068522
0.057408396939479384,-0.10547538784374898,0.38508091134871236,0.6824272741527816,1.1737879600540548,2.1482494116003568
0.04965838874052044,0.024750192290130826,0.41232950242433686,0.5792534177616201,1.2020608511999464,2.3739398494449477
0.08265274355183157,0.13046380691151838,0.3353394660249942,0.7336874593572292,1.2198293311925605,2.143450257498057
0.27172990522642587,0.1435058470515878,0.5163064955285455,0.7523811933547522,1.061850149022337,2.3020100576816116
0.3709767893004526,0.4562032174721419,0.5216285844666938,0.6527648154483382,1.122987581195629,2.4392229840286737
0.4145206380578563,0.2554732484915677,0.6911630763242089,0.7954759893876094,1.171355228917935,2.427498849560608
0.2863518006420805,0.3410220719159404,0.598788222307701,0.8791902351890196,1.0135272470776695,2.455886857704378
0.38283538380277293,0.46883322441727204,0.740287867925123,0.9146609976386463,1.3089284492259543,2.606528447275113
0.484290305891364,0.37583364273909775,0.9441424112590906,0.8019592681935597,1.1426834554023244,3.2554043771506596
0.5794680389452456,0.49946253821008785,0.777473874463132,1.0846613838289358,1.1624771236762754,2.9022682245255313
0.4576108343630476,0.608627917009755,0.7555388760164479,0.9737836913912126,1.0623254615364266,3.2264836260102077
0.5030777276979626,0.5759169326263026,0.8507638977094686,0.9973655703446181,0.9691384793984525,2.897818300929561
0.419379866813533,0.6263121086156462,0.7646674601658285,1.0383682271429835,1.0191929263576749,3.039796827246578
0.4108927018060687,0.6030162235480087,1.0572662017402474,0.9192585640036779,1.0753855904167107,2.9564043352511873
0.6043962076037641,0.518442614308456,0.8482257873600975,1.0385534338828615,1.0909261167572546,3.08795132000284
0.6436522610046591,0.7094911625290544,0.809072281065163,0.9462030106050938,1.0062967657879902,3.080394843746562
0.4782125140749762,0.8537009396558768,0.7533087356806595,0.878466979015981,0.9879256667176858,3.0033323829305285
0.55601725254021,0.6743607336935394,0.9414895574923142,1.0060186426753046,0.8794890810499387,3.077145514194496
0.45542022389265774,0.6828725235831382,0.9078121122859373,1.0738625967557232,0.9197749280016214,2.9074781657123085
0.31226157750383177,0.7111030651013266,0.7552225471399729,0.9688399886518372,0.9726432284350892,2.7462264137952768
0.3650321866970781,0.49025755935077076,0.8411533332902196,0.9561516143782096,0.8465452824764039,2.3620676889758445
0.43018049369745426,0.756960146344629,0.6060780266974862,0.7753426919621167,0.8064806546401636,2.5804611125965944
0.21647967243134383,0.5709649976488331,0.743962186830692,0.6274952064021228,0.702410113200086,2.436378770688196
0.3173093091638284,0.6728539255377259,0.7346486251767664,0.8926891485452702,0.46847463956445623,2.5773754105616677
-0.16230789362682252,0.39067678578567216,0.8196976870613223,0.9024003178563913,0.45869090230228093,2.1560376846904856
0.11969025043752257,0.5959875757766665,0.527500649166621,0.8016659683282343,0.5518912397983946,1.9180100257586286
-0.015961909958334464,0.4383464320300046,0.42876544424657087,0.5617314933005702,0.4477329772505304,1.286717443794048
-0.11574567862901414,0.3598302579434577,0.4158796724604631,0.42560057379687527,0.4347139439752717,1.653696269738944
-0.1358861986887884,0.2692999619469919,0.3178199287363892,0.378432956766009,0.5000592875590376,1.0147675579682003
-0.4001337285109471,0.1607473183964813,0.5288806204872611,0.259113861824246,0.34679837091642723,1.0875564927254524
-0.2758598149299876,0.24436118396809026,0.49197061154052096,0.35815814460688944,0.3422573276895864,1.2215494362243715
-0.2660622958131693,0.07674169445191928,0.30965858958910253,0.47017664869689957,0.1687105394053563,0.9938771262054248
-0.19646721691374242,-0.19522564685780291,0.3394308519747217,0.23584464880148817,0.022394520445363858,0.603787482948438
-0.4324909845783726,-0.17039984533473135,0.16999849146555157,0.22072164397097496,0.04249851969965918,0.4928535029546791
-0.49126288652232863,-0.1356941351077357,0.08653527326766394,0.26899057442381413,-0.08543658419476488,-0.15571288379895842
-0.48320396250603037,-0.1421505595576914,0.0028334203963676433,0.03280979718443688,0.09948730386985813,0.2743648026407115
-0.35660341359413683,-0.23183559875461612,-0.05366495087188434,0.21978647335581553,-0.026545878092152614,-0.19621877717226965
-0.4226382532481673,-0.15369724227760792,-0.23453278633760505,0.16005338339976535,-0.10037670548510114,0.18309915014033648
-0.5079893845908396,-0.5159587817505683,-0.10834081905573954,-0.10569873756019692,-0.07302664200531571,-0.34695024912474914
-0.3953168820530087,-0.34707181573519863,-0.19124039123889475,-0.20146558542947163,-0.4399324210027208,-1.0716895897965728
-0.42082050321277287,-0.5786805134234533,-0.16209954301632246,-0.1224709897687633,-0.21730845064286933,-0.5988679204932259
-0.3100490271797211,-0.35083174351613705,-0.2732849132811627,-0.2724693634514266,-0.4420639313190522,-0.8496352020640838
-0.4463692721387433,-0.46029666594984153,-0.34109502669477393,-0.39563351731669977,-0.3430918294237292,-0.6103133577449034
-0.3715228360476717,-0.4267884375904339,-0.44996052321059143,-0.19057402532509166,-0.40121898512544396,-0.7418055282838569
-0.33448436827756,-0.5666779412855094,-0.3891486352762092,-0.2319733655812359,-0.3277148032786965,-0.6856888799275319
-0.3927441209594486,-0.3573853482293555,-0.3512823363553472,-0.3689524523349733,-0.3909301757163177,-0.5982301497307921
-0.16326480934440057,-0.37963516608526743,-0.5631530982957568,-0.5374307427634839,-0.29499914727402904,-0.9846778442445577
-0.10945674912435009,-0.4173661403140071,-0.45854817061814324,-0.5563087159095693,-0.5012653464175307,-0.9796569310534042
-0.07483359791818171,-0.4740978365447277,-0.4570651360348258,-0.4402594817193749,-0.3774534967926565,-0.7941703389677308
-0.03662533011966669,-0.38224506106012757,-0.5597251619523259,-0.5138819289746919,-0.43509902292946456,-1.3243252658579376
-0.09153707420504167,-0.4838798658041752,-0.5486512435785142,-0.5061032904945172,-0.6134375570470467,-0.9919843531787771
0.07110208450561561,-0.2947531146295974,-0.46311655130604173,-0.3730139471725615,-0.5359730974128734,-1.2297574134426141
0.14107349192975038,-0.17698402857416082,-0.5902096401609328,-0.40018613156674415,-0.44892423176956964,-0.7147259089816554
0.15533454942017666,-0.19140717963089712,-0.42700099947822423,-0.32905192134428385,-0.3081818637633692,-0.9117223646303888
0.27674826588425677,-0.3233403323188121,-0.5311934216473023,-0.5543801589073176,-0.35421202916009187,-0.8082314375424112
0.3867977118276902,-0.16203965179357377,-0.30972282947465557,-0.47322963207558355,-0.49427598789721783,-0.4148039239696728
0.5838921430853976,-0.27174503700239017,-0.151450848979942,-0.3418273635346889,-0.36435785813987076,-0.5073234313836431
0.45621440267107843,-0.02648721824065428,-0.4356408094935585,-0.3470660592384756,-0.11731527002584896,-0.3742766089544462
0.5019190018232838,0.022362824774576694,-0.2558522037316296,-0.20825717261678006,-0.27284283816926613,-0.11212793013020578
0.49946893465639275,-0.14698181415714384,-0.3373388965936021,-0.28470338071284795,-0.27781579298912484,-0.4867288811532398
0.3386511366176726,-0.012486402511938374,-0.1119871120597111,-0.10304294745361042,-0.15344364765209617,0.3658700553623893
0.5439922378194227,0.1393804028585086,-0.29042654803532486,-0.19100397244603257,-0.08041395713529371,0.03448563635653837
0.5610363852082385,0.20123270178500602,-0.06046379271019599,-0.09224043456010239,-0.15330855326608223,0.10058205709654913
